,Unnamed: 0,name,rating,reviews,ctype,hq,old,employees
515,5.0,Biological E,4.3,(945 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 27 more",69 years old,1k-5k Employees (India)
516,6.0,Ocwen Financial ...,4.2,(944 Reviews),Private,"West Palm Beach,Florida + 6 more",34 years old,1k-5k Employees (India)
517,7.0,Narayana Educati...,3.8,(944 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 96 more",37 years old,1k-5k Employees (India)
518,8.0,HDFC Securities,3.7,(943 Reviews),Public,"Mumbai,Maharashtra + 147 more",22 years old,1k-5k Employees (India)
519,9.0,Iksula,4.1,(942 Reviews),LLP,"Mumbai,Maharashtra + 113 more",15 years old,201-500 Employees (India)
520,10.0,Honeywell Techno...,3.9,(939 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",28 years old,10k-50k Employees (India)
521,11.0,USV,4.1,(937 Reviews),Private,"Mumbai,Maharashtra + 73 more",61 years old,1k-5k Employees (India)
522,12.0,KFC,4.2,(936 Reviews),Private,"Louisville,Kentucky + 117 more",70 years old,1k-5k Employees (India)
523,13.0,Motherson Automo...,3.8,(3.7k Reviews),Private,Noida + 43 more,25 years old,501-1k Employees (India)
524,14.0,Tesco,4.1,(1k Reviews),Private,Hertfordshire + 18 more,103 years old,1k-5k Employees (India)
525,15.0,Medi Assist Indi...,3.8,(934 Reviews),Private,"Bangalore,Karnataka + 42 more",22 years old,1k-5k Employees (India)
526,16.0,Fincare Small Fi...,4.0,(933 Reviews),Bangalore + 228 more,15 years old,5k-10k Employees (India),
527,17.0,Varroc Group,3.8,(1.6k Reviews),Public,Aurangabad + 23 more,34 years old,1k-5k Employees (India)
528,18.0,Orange Business ...,4.3,(929 Reviews),Private,Paris + 37 more,16 years old,1k-5k Employees (India)
529,19.0,Hero FinCorp,4.3,(928 Reviews),Private,Delhi + 226 more,31 years old,1k-5k Employees (India)
530,20.0,Toyota Kirloskar...,4.3,(926 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 56 more",25 years old,5k-10k Employees (India)
531,21.0,Hindustan Petrol...,4.3,(925 Reviews),Government,"Mumbai,Maharashtra + 153 more",48 years old,10k-50k Employees (India)
532,22.0,ISGEC,3.9,(925 Reviews),Public,"Noida,Uttar Pradesh + 47 more",89 years old,1k-5k Employees (India)
533,23.0,Torrent Power,3.9,(940 Reviews),Public,"Ahmedabad,Gujrat + 32 more",26 years old,1k-5k Employees (India)
534,24.0,XL Dynamics,3.6,(924 Reviews),Private,Navi Mumbai + 23 more,20 years old,1k-5k Employees (India)
535,25.0,NTPC,4.1,(1.5k Reviews),Private,"Delhi/NCR,Delhi + 84 more",47 years old,10k-50k Employees (India)
536,26.0,ISS Facility Ser...,4.2,(923 Reviews),Private,Copenhagen + 47 more,17 years old,50k-1 Lakh Employees (India)
537,27.0,iOPEX Technologi...,4.1,(951 Reviews),Private,"Chennai,Tamil Nadu + 11 more",13 years old,1k-5k Employees (India)
538,28.0,L.G.Balakrishnan...,3.8,(922 Reviews),Public,"Coimbatore,Tamil Nadu + 29 more",85 years old,1k-5k Employees (India)
539,29.0,Motilal Oswal Fi...,3.6,(922 Reviews),Public,"Mumbai,Maharashtra + 96 more",35 years old,5k-10k Employees (India)
540,0.0,Sitel,3.9,(1.1k Reviews),Private,"Miami,Florida + 9 more",37 years old,5k-10k Employees (India)
541,1.0,VLCC,4.1,(914 Reviews),Private,"Delhi/NCR,New Delhi + 85 more",33 years old,1k-5k Employees (India)
542,2.0,Nayara Energy,4.2,(914 Reviews),Private,"Mumbai,Maharashtra + 66 more",33 years old,1k-5k Employees (India)
543,3.0,Faurecia,4.0,(994 Reviews),Private,Nanterre + 21 more,25 years old,1k-5k Employees (India)
544,4.0,Satin Creditcare...,4.2,(913 Reviews),Public,"Gurgaon/Gurugram,Haryana + 187 more",32 years old,1k-5k Employees (India)
545,5.0,Mercedes-Benz Re...,4.0,(962 Reviews),Public,"Bengaluru/Bangalore,Karnataka + 46 more",26 years old,5k-10k Employees (India)
546,6.0,Relaxo Footwear,4.1,(909 Reviews),Public,"New Delhi,Delhi + 98 more",46 years old,1k-5k Employees (India)
547,7.0,Punj Lloyd,4.3,(909 Reviews),Public,"Gurgaon/Gurugram,Haryana + 68 more",40 years old,1k-5k Employees (India)
548,8.0,Fortis Healthcar...,4.1,(2.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 48 more",26 years old,5k-10k Employees (India)
549,9.0,Aditya Birla Cap...,4.0,(2k Reviews),Public,Mumbai + 148 more,15 years old,10k-50k Employees (India)
550,10.0,First American C...,4.0,(1.3k Reviews),Private,"Santa Ana,California + 10 more",133 years old,1k-5k Employees (India)
551,11.0,Adani Power,4.1,(1.1k Reviews),Public,"Ahmedabad,Gujrat + 66 more",16 years old,1k-5k Employees (India)
552,12.0,Trident Group,3.8,(937 Reviews),Public,"Ludhiana,Punjab + 37 more",32 years old,10k-50k Employees (India)
553,13.0,The Jaypee Group,4.1,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 83 more",43 years old,5k-10k Employees (India)
554,14.0,Akzo Nobel India,4.1,(906 Reviews),Public,Amsterdam + 110 more,83 years old,1k-5k Employees (India)
555,15.0,ZS,3.8,(895 Reviews),Private,"Evanston,Illinois + 4 more",39 years old,5k-10k Employees (India)
556,16.0,DHL Supply Chain,4.2,(893 Reviews),Private,Bonn + 61 more,53 years old,1k-5k Employees (India)
557,17.0,Mercer,3.9,(893 Reviews),Private,"New York,New York + 9 more",77 years old,1k-5k Employees (India)
558,18.0,Edelweiss,3.9,(990 Reviews),Public,"Mumbai,Maharashtra + 102 more",5 years old,5k-10k Employees (India)
559,19.0,NIIT,3.7,(891 Reviews),Public,Gurgaon/Gurugram + 86 more,1k-5k Employees (India),
560,20.0,J. Kumar Infrapr...,4.1,(883 Reviews),Public,"Mumbai,Maharashtra + 23 more",42 years old,5k-10k Employees (India)
561,21.0,Trent,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 88 more",24 years old,1k-5k Employees (India)
562,22.0,Straive,3.8,(878 Reviews),Private,Singapore + 17 more,42 years old,1k-5k Employees (India)
563,23.0,L&T Energy Hydro...,3.9,(872 Reviews),Private,"Mumbai,Maharashtra + 49 more",13 years old,5k-10k Employees (India)
564,24.0,Security and Int...,4.2,(870 Reviews),Public,"Delhi/NCR,Delhi + 130 more",37 years old,1 Lakh+ Employees (India)
565,25.0,Bayer,4.3,(1.2k Reviews),Public,"Monheim Am Rhein,North Rhine-westphalia + 149 more",159 years old,10k-50k Employees (India)
566,26.0,Chegg,4.4,(864 Reviews),Private,"Santa Clara,California + 54 more",17 years old,501-1k Employees (India)
567,27.0,Swaraj Tractors,4.4,(864 Reviews),"Mumbai,Maharashtra + 105 more",60 years old,1k-5k Employees (India),
568,28.0,PhonePe,4.2,(985 Reviews),Private,"Bangalore,Karnataka + 135 more",7 years old,1k-5k Employees (India)
569,29.0,Serco,4.3,(861 Reviews),Private,Hook + 36 more,34 years old,5k-10k Employees (India)
570,0.0,Bata,4.0,(861 Reviews),Public,Lausanne + 91 more,91 years old,1k-5k Employees (India)
571,1.0,Fabindia,4.1,(860 Reviews),Private,"Delhi/NCR,Delhi + 71 more",64 years old,1k-5k Employees (India)
